Family,Taxon,site_code,year,block,plot,trt,num_leaves,leaf_pct_N,leaf_pct_C,leaf_N15_delta_air,leaf_C13_delta_PDB,leaf_N15_pct_atom,leaf_C13_pct_atom,leaf_area_mm2,leaf_dry_mass_g,SLA,leaf_ppm_P,leaf_ppm_B,leaf_ppm_Na,leaf_ppm_Ca,leaf_ppm_Fe,leaf_ppm_K,leaf_ppm_Mg,leaf_ppm_Mn,leaf_ppm_Cu,leaf_ppm_Zn,leaf_ppm_Sr,leaf_ppm_Pb,leaf_ppm_Mo
Asteraceae,"ERIGERON ALICEAE",bnch.us,2011,2,17,NPK,5,3.16146895529591,48.8588908830388,-1.32787965690528,-28.9434753342384,0.365808744864581,1.07394359538134,3855.205,0.227,1927.6025,1941.3,43.9,29.57,10786.14,52.81,40217.77,1655.79,25.17,6.94,44.52,118.71,0.04,NULL
Asteraceae,"ERIGERON ALICEAE",bnch.us,2011,2,19,Fence,5,3.58240319703427,49.6282375254549,-1.78677558003117,-30.0591974629857,0.365641268129171,1.07272289504541,2927.321,0.163,1463.6605,2439.15,30.22,54.4,12482.87,90.67,34456.36,2625.53,42.21,7.25,35.06,71.83,0.08,NULL
Asteraceae,"SYMPHYOTRICHUM SPATHULATUM",bnch.us,2011,1,3,PK,5,2.06963192560135,52.3366958931395,-2.29705651656051,-28.4227177063507,0.365455037473211,1.07451334074161,1398.955,0.135,699.4775,1633.64,28.76,11.85,7986.7,34.39,7929.38,2474.35,26.18,2.83,28.66,29.04,0.03,NULL
Asteraceae,"SYMPHYOTRICHUM SPATHULATUM",bnch.us,2011,1,7,Control,5,2.52920245182039,47.9860026385522,-2.5376037730568,-28.5014832575119,0.365367247800183,1.07442716612687,1783.453,0.138,891.7265,1718.21,57.31,13.06,8085.69,59.81,13858.21,3261.37,28.24,3.54,32.51,57.41,0.04,NULL
Cyperaceae,"CAREX HOODII",bnch.us,2011,1,1,NK,5,2.81232797163012,51.3037453547885,-1.98513010347913,-27.0384371012769,0.36556887731822,1.07602780888082,2148.118,0.212,1074.059,674.41,15.67,39.08,2027.13,50.39,16762.83,837.17,114.03,2.9,37.23,19.88,0.05,NULL
Cyperaceae,"CAREX HOODII",bnch.us,2011,1,4,N,5,3.26611897549019,56.5642208088967,0.0446137669900443,-27.0102769720827,0.366309640959877,1.07605861690639,1367.03,0.123,683.515,832.69,11.87,18.74,1555.76,57.99,11756.59,768.16,85.83,2.24,33.77,15.65,0.05,NULL
Cyperaceae,"CAREX HOODII",bnch.us,2011,1,5,NPK,5,2.27087592102477,46.7347233759195,-1.28887712521917,-27.5586645096796,0.365822979039341,1.075458661048,2313.066,0.222,1156.533,2760.24,17.87,20.01,2236.01,37.02,19150.53,898.68,80.03,2.98,45.15,16.9,0.02,NULL
Cyperaceae,"CAREX HOODII",bnch.us,2011,1,8,P,5,2.91813565640712,48.4509336580261,-0.714678899360298,-27.5631829577818,0.366032535167688,1.07545371767164,2209.408,0.196,1104.704,8916.22,24.44,36.43,6821.32,66.05,20835.48,1603.68,143.44,4.97,55.52,32.4,0.07,NULL
Cyperaceae,"CAREX HOODII",bnch.us,2011,1,9,NPK+Fence,5,2.98730430651953,48.6723227682488,-0.822832909619513,-26.7764938929885,0.365993063960805,1.07631438186274,2262.235,0.174,1131.1175,2112.1,59.27,36.36,2732.58,56.4,20699.79,1106.39,83,4.04,64,19.35,0.06,NULL
Cyperaceae,"CAREX HOODII",bnch.us,2011,1,10,Fence,5,2.47240778492974,50.0917279636,-1.3447925806137,-27.2104119241467,0.365802572404726,1.07583966285241,1127.396,0.16,563.698,1058.05,24.16,16.77,2295.78,61.79,16399.82,848.44,151.72,3.26,46.91,21.46,0.04,NULL
Cyperaceae,"CAREX HOODII",bnch.us,2011,2,11,PK,5,2.84458976500428,47.7580043916395,-2.07646506211131,-27.6118305925754,0.365535543978377,1.07540049503779,2062.126,0.169,1031.063,2345.16,17.32,20.52,2083.42,45.02,21064.53,745.42,70.35,3.16,39.47,13.71,0.02,NULL
Cyperaceae,"CAREX HOODII",bnch.us,2011,2,13,NPK+Fence,5,3.41396074751024,47.8793919421205,-1.67485025544397,-27.7430222450179,0.365682115979087,1.07525696536365,2485.851,0.199,1242.9255,2245.24,25.44,33.21,5496.15,116.96,22045.16,1876.61,99.84,4.73,59,33.35,0.11,NULL
Cyperaceae,"CAREX HOODII",bnch.us,2011,2,14,K,5,2.28683788098035,49.9059479900644,-1.67412989913946,-27.3481791329573,0.365682378877535,1.07568894054584,1782.731,0.144,891.3655,854.61,29.05,9.52,2825.31,61.11,16671.34,1122.11,164.31,4.11,69.73,20.34,0.05,NULL
Cyperaceae,"CAREX HOODII",bnch.us,2011,2,15,N,5,2.82744913932998,47.801937506769,-1.78032123727855,-27.5064922354495,0.365643623682991,1.07551573972174,1906.018,0.156,953.009,972.76,25.73,18.41,3158.86,75.31,20815.03,1108.74,153.76,3.92,38.18,26.46,0.05,NULL
