site_code,Family,local_name,standard_taxon,number_plots_observed,provenance,lifespan,lifeform,functional_group,photosynthetic_pathway
temple.us,Acanthaceae,"Ruellia humilis","Ruellia humilis",15,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Acanthaceae,"Ruellia nudiflora","Ruellia nudiflora",25,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Apiaceae,"Bifora americana","Bifora americana",26,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Apiaceae,"Daucus species","Daucus sp.",0,NULL,NULL,NULL,NULL,NULL
temple.us,Apiaceae,"Polytaenia nuttallii","Polytaenia nuttallii",17,UNK,BIENNIAL,HERB,NULL,NULL
temple.us,Apiaceae,"Polytaenia texanum","Polytaenia texana",26,NAT,BIENNIAL,HERB,FORB,NULL
temple.us,Apiaceae,"Torilis arvensis","Torilis arvensis",19,NULL,NULL,NULL,FORB,NULL
temple.us,Apiaceae,"Torilis species","Torilis sp.",13,NULL,NULL,NULL,NULL,NULL
temple.us,Apiaceae,"Trepocarpus aethusae","Trepocarpus aethusae",25,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Apocynaceae,"Asclepias sp.","Asclepias sp.",0,UNK,NULL,NULL,NULL,NULL
temple.us,Apocynaceae,"Asclepias species","Asclepias sp.",0,UNK,NULL,NULL,FORB,NULL
temple.us,Apocynaceae,"Asclepias viridiflora","Asclepias viridiflora",0,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Apocynaceae,"Asclepias viridis","Asclepias viridis",15,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Brassicaceae,"Lesquerella gracilis","Physaria gracilis",22,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Campanulaceae,"Triodanis perfoliata","Triodanis perfoliata",9,NULL,ANNUAL,NULL,FORB,NULL
temple.us,Commelinaceae,"Commelina communis","Commelina communis",12,INT,ANNUAL,HERB,FORB,NULL
temple.us,Compositae,"Ambrosia artemisiifolia","Ambrosia artemisiifolia",10,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Compositae,"Ambrosia psilostachya","Ambrosia psilostachya",9,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Compositae,"Ambrosia trifida","Ambrosia trifida",26,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Compositae,"Arnoglossum plantagineum","Arnoglossum plantagineum",1,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Compositae,"Aster species","Aster sp.",0,UNK,NULL,NULL,NULL,NULL
temple.us,Compositae,"Brickellia eupatorioides","Brickellia eupatorioides",25,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Compositae,"Centaurea americana","Centaurea melitensis",26,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Compositae,"Cirsium engelmannii","Cirsium engelmannii",15,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Compositae,"Engelmannia peristenia","Engelmannia peristenia",2,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Compositae,"Euthamia gymnospermoides","Euthamia gymnospermoides",7,NAT,PERENNIAL,HERB,NULL,NULL
temple.us,Compositae,"Gaillardia pulchella","Gaillardia pulchella",17,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Compositae,"Gaillardia species","Gaillardia sp.",0,UNK,NULL,NULL,NULL,NULL
temple.us,Compositae,"Gutierrezia species","Gutierrezia sp.",0,NULL,NULL,NULL,NULL,NULL
temple.us,Compositae,"Gutierrezia texana","Gutierrezia texana",5,NAT,INDETERMINATE,HERB,NULL,NULL
temple.us,Compositae,"Helianthus annuus","Helianthus annuus",1,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Compositae,"Helianthus maximiliani","Helianthus maximiliani",1,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Compositae,"Hymenopappus species","Hymenopappus sp.",3,NAT,NULL,HERB,NULL,NULL
temple.us,Compositae,"Lactuca seriola","Lactuca seriola",2,NULL,NULL,NULL,NULL,NULL
temple.us,Compositae,"Lactuca serriola","Lactuca serriola",9,NULL,NULL,NULL,FORB,NULL
temple.us,Compositae,"Lactuca species","Lactuca sp.",8,NULL,NULL,NULL,NULL,NULL
temple.us,Compositae,"Liatris mucronata","Liatris mucronata",17,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Compositae,"Liatris species","Liatris sp.",0,UNK,NULL,NULL,NULL,NULL
temple.us,Compositae,"Pyrrhopappus species","Pyrrhopappus sp.",18,NAT,NULL,HERB,NULL,NULL
temple.us,Compositae,"Solidago canadensis","Solidago canadensis",11,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Compositae,"Sonchus species","Sonchus sp.",25,UNK,ANNUAL,HERB,FORB,NULL
temple.us,Compositae,"Symphyotrichum ericoides","Symphyotrichum ericoides",26,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Compositae,"Vernonia altissima","Vernonia gigantea",17,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Convolvulaceae,"Convolvulus species","Convolvulus sp.",6,NAT,PERENNIAL,HERB,NULL,NULL
temple.us,Convolvulaceae,"Cuscuta species","Cuscuta sp.",1,UNK,ANNUAL,HERB,FORB,NULL
temple.us,Convolvulaceae,"Ipomoea species","Ipomoea sp.",2,NULL,NULL,HERB,NULL,NULL
temple.us,Euphorbiaceae,"Chamaesyce glyptosperma","Euphorbia glyptosperma",4,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Euphorbiaceae,"Croton big","Croton sp.",0,UNK,NULL,NULL,NULL,NULL
temple.us,Euphorbiaceae,"Croton monanthogynus","Croton monanthogynus",13,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Euphorbiaceae,"Croton texensis","Croton texensis",0,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Euphorbiaceae,"Euphorbia bicolor","Euphorbia bicolor",1,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Euphorbiaceae,"Euphorbia dentata","Euphorbia dentata",8,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Euphorbiaceae,"Euphorbia spathulata","Euphorbia spathulata",13,NAT,INDETERMINATE,"HERB ",FORB,NULL
temple.us,Euphorbiaceae,"Tragia brevispica","Tragia brevispica",22,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Fabaceae,"Desmanthus illinoensis","Desmanthus illinoensis",2,UNK,PERENNIAL,HERB,LEGUME,NULL
temple.us,Fabaceae,"Little legume","Unknown fabaceae",1,UNK,NULL,NULL,LEGUME,NULL
temple.us,Fabaceae,"Medicago lupulina","Medicago lupulina",1,NULL,NULL,NULL,LEGUME,NULL
temple.us,Fabaceae,"Mimosa nuttallii","Mimosa nuttallii",26,NULL,NULL,NULL,LEGUME,NULL
temple.us,Fabaceae,"Psoralidium tenuifolium","Psoralidium tenuiflorum",24,NAT,PERENNIAL,HERB,LEGUME,NULL
temple.us,Fabaceae,"Vicia species","Vicia sp.",13,UNK,ANNUAL,HERB,LEGUME,NULL
temple.us,Geraniaceae,"Geranium species","Geranium sp.",14,NULL,NULL,NULL,NULL,NULL
temple.us,Iridaceae,"Sisyrinchium species","Sisyrinchium sp.",3,NAT,PERENNIAL,HERB,NULL,NULL
temple.us,Krameriaceae,"Krameria lanceolata","Krameria lanceolata",2,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Lamiaceae,"Monarda citriodora","Monarda citriodora",26,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Lamiaceae,"Physostegia virginiana","Physostegia virginiana",10,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Lamiaceae,"Salvia azurea","Salvia azurea",26,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Lamiaceae,"Scutellaria drummondii","Scutellaria drummondii",16,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Menispermaceae,"Cocculus carolinus","Cocculus carolinus",26,NAT,PERENNIAL,VINE,WOODY,NULL
temple.us,Onagraceae,"Gaura parviflora","Gaura mollis",0,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Onagraceae,"Oenothera curtiflora","Oenothera curtiflora",1,NAT,ANNUAL,HERB,NULL,NULL
temple.us,Onagraceae,"Oenothera parviflora","Oenothera parviflora",1,NULL,NULL,NULL,FORB,NULL
temple.us,Onagraceae,"Oenothera sinuata","Oenothera laciniata",19,NULL,NULL,NULL,FORB,NULL
temple.us,Onagraceae,"Oenothera sinuosa","Oenothera sinuosa",5,NAT,PERENNIAL,HERB,NULL,NULL
temple.us,Onagraceae,"Oenothera speciosa","Oenothera speciosa",22,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Orobanchaceae,"Agalinis fasciculata","Agalinis fasciculata",2,NULL,NULL,NULL,NULL,NULL
temple.us,Orobanchaceae,"Agalinis species","Agalinis sp.",1,NULL,NULL,NULL,NULL,NULL
temple.us,Oxalidaceae,"Oxalis stricta","Oxalis stricta",24,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Phyllanthaceae,"Phyllanthus carolimensis","Phyllanthus caroliniensis",0,UNK,ANNUAL,NULL,FORB,NULL
temple.us,Phyllanthaceae,"Phyllanthus polygonoides","Phyllanthus polygonoides",14,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Plantaginaceae,"Plantago rhodosperma","Plantago rhodosperma",2,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Poaceae,"Andropogon gerardii","Andropogon gerardii",26,NAT,PERENNIAL,GRASS,GRASS,C4
temple.us,Poaceae,"Bothriochloa ischaemum","Bothriochloa ischaemum",4,INT,PERENNIAL,GRASS,GRASS,C4
temple.us,Poaceae,"Bothriochloa saccharoides var. torreyana","Bothriochloa laguroides",3,NULL,NULL,NULL,GRASS,C4
temple.us,Poaceae,"Bouteloua curtipendula","Bouteloua curtipendula",25,NAT,PERENNIAL,GRASS,GRASS,C4
temple.us,Poaceae,"Bromus japonicus","Bromus japonicus",13,INT,ANNUAL,GRASS,GRASS,C3
temple.us,Poaceae,"Elymus canadensis","Elymus canadensis",10,NAT,PERENNIAL,GRASS,GRASS,C3
temple.us,Poaceae,"Eriochloa sericea","Eriochloa sericea",13,NAT,PERENNIAL,GRASS,GRASS,C4
temple.us,Poaceae,"Grass unknown","Unknown grass",1,UNK,NULL,NULL,GRASS,NULL
temple.us,Poaceae,"Limnodea arkansana","Limnodea arkansana",26,NAT,ANNUAL,GRASS,GRASS,C3
temple.us,Poaceae,"Nasella leuchotricha","Stipa leucotricha",2,UNK,PERENNIAL,NULL,GRASS,C3
temple.us,Poaceae,"Nassella leucotricha","Nassella leucotricha",17,NAT,PERENNIAL,GRASS,GRASS,C3
temple.us,Poaceae,"Panicum obtusum","Panicum obtusum",22,NAT,PERENNIAL,GRASS,GRASS,C4
temple.us,Poaceae,"Panicum virgatum","Panicum virgatum",1,NAT,PERENNIAL,GRASS,GRASS,C4
temple.us,Poaceae,"Schizachyrium scoparium","Schizachyrium scoparium",26,NAT,PERENNIAL,GRASS,GRASS,C4
temple.us,Poaceae,"Sorghastrum nutans","Sorghastrum nutans",26,NAT,PERENNIAL,GRASS,GRASS,C4
temple.us,Poaceae,"Sorghum halepense","Sorghum halepense",26,INT,PERENNIAL,GRASS,GRASS,C4
temple.us,Poaceae,"Sporobolus compositus","Sporobolus compositus",22,NAT,PERENNIAL,GRASS,GRASS,C4
temple.us,Poaceae,"Sporobolus species","Sporobolus sp.",13,UNK,NULL,NULL,GRASS,C4
temple.us,Poaceae,"Tridens albescens","Tridens albescens",0,NULL,NULL,NULL,NULL,C4
temple.us,Rosaceae,"Rubus trivialis","Rubus trivialis",14,NAT,PERENNIAL,SHRUB,WOODY,NULL
temple.us,Rubiaceae,Galium,"Galium sp.",0,UNK,NULL,NULL,NULL,NULL
temple.us,Rubiaceae,"Galium texense","Galium texense",23,NAT,ANNUAL,HERB,FORB,NULL
temple.us,Rubiaceae,"Hedyotis nigricans","Hedyotis nigricans",0,UNK,PERENNIAL,NULL,FORB,NULL
temple.us,Rubiaceae,"Houstonia species","Houstonia sp.",2,UNK,ANNUAL,HERB,NULL,NULL
temple.us,Rubiaceae,"Stenaria nigricans","Stenaria nigricans",19,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Sapotaceae,"Sideroxylon languinosum","Sideroxylon lanuginosum ssp. rigidum",3,NAT,PERENNIAL,TREE,WOODY,NULL
temple.us,Solanaceae,"Physalis mollis","Physalis mollis",26,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Solanaceae,"Solanum dimidiatum","Solanum dimidiatum",24,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Ulmaceae,"Celtis laevigata","Celtis laevigata",4,NAT,PERENNIAL,TREE,WOODY,NULL
temple.us,Verbenaceae,"Glandularia bipinnatifida","Glandularia bipinnatifida",20,NAT,PERENNIAL,HERB,FORB,NULL
temple.us,Verbenaceae,"Verbena stricta","Verbena stricta",22,NAT,PERENNIAL,HERB,FORB,NULL
trel.us,Apocynaceae,"Apocynum cannabinum","Apocynum cannabinum",7,NAT,PERENNIAL,FORB,FORB,NULL
trel.us,Apocynaceae,"Asclepias syriaca","Asclepias syriaca",13,NAT,PERENNIAL,FORB,FORB,NULL
trel.us,Compositae,"Cirsium vulgare","Cirsium vulgare",7,INT,BIENNIAL,FORB,FORB,NULL
trel.us,Compositae,"Eupatorium altissimum","Eupatorium altissimum",4,NAT,PERENNIAL,HERB,FORB,NULL
trel.us,Compositae,"Helianthus rigidus","Helianthus pauciflorus",3,NAT,NULL,FORB,FORB,NULL
trel.us,Compositae,"Ratibida pinnata","Ratibida pinnata",1,NAT,PERENNIAL,FORB,FORB,NULL
trel.us,Compositae,"Rudbeckia hirta","Rudbeckia hirta",3,NAT,PERENNIAL,HERB,FORB,NULL
trel.us,Compositae,"Solidago canadensis","Solidago canadensis",30,NAT,PERENNIAL,FORB,FORB,NULL
trel.us,Compositae,"Vernonia gigantea","Vernonia gigantea",6,NULL,PERENNIAL,NULL,FORB,NULL
trel.us,Cyperaceae,"Carex species","Carex sp.",30,UNK,PERENNIAL,HERB,GRAMINOID,NULL
trel.us,Fabaceae,"Lespedeza cuneata","Lespedeza juncea var. sericea",30,INT,PERENNIAL,HERB,LEGUME,NULL
trel.us,Gentianaceae,"Gentiana sp.","Gentiana sp.",4,NULL,NULL,NULL,NULL,NULL
trel.us,Juncaceae,"Juncus sp.","Juncus sp.",30,NULL,PERENNIAL,GRAMINOID,GRAMINOID,NULL
trel.us,Lamiaceae,"Monarda fistulosa","Monarda fistulosa",4,NULL,PERENNIAL,NULL,FORB,NULL
trel.us,Lamiaceae,"Pycnanthemum virginianum","Pycnanthemum virginianum",1,NAT,PERENNIAL,HERB,FORB,NULL
trel.us,Poaceae,"Andropogon gerardii","Andropogon gerardii",11,NAT,PERENNIAL,GRASS,GRASS,C4
trel.us,Poaceae,"Bromus inermis","Bromus inermis",7,INT,PERENNIAL,GRASS,GRASS,C3
trel.us,Poaceae,"Bromus species","Bromus sp.",3,UNK,PERENNIAL,GRASS,GRASS,C3
trel.us,Poaceae,"Sorghastrum nutans","Sorghastrum nutans",9,NAT,PERENNIAL,GRASS,GRASS,C4
trel.us,Scrophulariaceae,"Penstemon digitalis","Penstemon digitalis",28,NAT,PERENNIAL,HERB,FORB,NULL
tyso.us,NULL,Unkj11,Unknown,3,UNK,NULL,NULL,NULL,NULL
tyso.us,NULL,Unkj16,Unknown,1,UNK,NULL,NULL,NULL,NULL
tyso.us,NULL,Unkjh6,Unknown,3,UNK,NULL,NULL,NULL,NULL
tyso.us,NULL,Unkn01,Unknown,10,UNK,NULL,NULL,NULL,NULL
tyso.us,NULL,Unkn02,Unknown,1,UNK,NULL,NULL,NULL,NULL
tyso.us,Acanthaceae,"Ruellia strepens","Ruellia strepens",2,NAT,PERENNIAL,FORB,FORB,NULL
tyso.us,Amaryllidaceae,"Allium sp.","Allium sp.",7,UNK,ANNUAL,FORB,FORB,NULL
tyso.us,Anacardiaceae,"Rhus aromatica","Rhus aromatica",6,NAT,PERENNIAL,SHRUB,WOODY,NULL
tyso.us,Anacardiaceae,"Toxicodendron radicans","Toxicodendron radicans",2,NAT,PERENNIAL,FORB,FORB,NULL
tyso.us,Apiaceae,"Daucus carota","Daucus carota",14,INT,BIENNIAL,FORB,FORB,NULL
tyso.us,Apiaceae,"Daucus pusillus","Daucus pusillus",3,NAT,ANNUAL,FORB,FORB,NULL
tyso.us,Apocynaceae,"Cynanchum laeve","Ampelamus laevis",3,NAT,PERENNIAL,FORB/VINE,FORB,NULL
tyso.us,Bignoniaceae,"Campsis radicans","Campsis radicans",2,NAT,PERENNIAL,VINE,WOODY,NULL
tyso.us,Caprifoliaceae,"Lonicera japonica","Lonicera japonica",6,INT,PERENNIAL,VINE,WOODY,NULL
tyso.us,Caprifoliaceae,"Symphoricarpos orbiculatus","Symphoricarpos orbiculatus",12,NAT,PERENNIAL,SHRUB,WOODY,NULL
tyso.us,Compositae,"Achillea millefolium","Achillea millefolium",10,NAT,PERENNIAL,FORB,FORB,NULL
tyso.us,Compositae,"Aster pilosus","Symphyotrichum pilosum",4,NAT,PERENNIAL,FORB,FORB,NULL
tyso.us,Compositae,"Elephantopus carolinianus","Elephantopus carolinianus",11,NAT,PERENNIAL,FORB,FORB,NULL
tyso.us,Compositae,"Verbesina helianthoides","Verbesina helianthoides",3,NAT,PERENNIAL,FORB,FORB,NULL
tyso.us,Compositae,"Vernonia angustifolia","Vernonia angustifolia",9,UNK,PERENNIAL,FORB,FORB,NULL
tyso.us,Convolvulaceae,"Calystegia sp.","Calystegia sp.",1,UNK,NULL,NULL,NULL,NULL
tyso.us,Convolvulaceae,"Convolvulus arvensis","Convolvulus arvensis",4,NAT,PERENNIAL,VINE,FORB,NULL
tyso.us,Cyperaceae,"Carex bushii","Carex bushii",6,NAT,PERENNIAL,GRAMINOID,GRAMINOID,NULL
tyso.us,Cyperaceae,"Carex sp.","Carex sp.",6,UNK,PERENNIAL,GRASS,GRAMINOID,NULL
tyso.us,Cyperaceae,"Cyperus esculentus","Cyperus esculentus",3,UNK,PERENNIAL,GRAMINOID,GRAMINOID,NULL
tyso.us,Ebenaceae,"Diospyros virginiana","Diospyros virginiana",1,NAT,PERENNIAL,TREE,WOODY,NULL
tyso.us,Euphorbiaceae,"Acalypha gracilens","Acalypha gracilens",30,NAT,ANNUAL,FORB,FORB,NULL
tyso.us,Euphorbiaceae,"Croton capitatus","Croton capitatus",8,NAT,ANNUAL,FORB,FORB,NULL
tyso.us,Fabaceae,"Cercis canadensis","Cercis canadensis",1,NAT,PERENNIAL,TREE,LEGUME,NULL
tyso.us,Fabaceae,"Desmodium paniculatum_var._paniculatum","Desmodium paniculatum",2,UNK,NULL,NULL,LEGUME,NULL
tyso.us,Fabaceae,"Lespedeza cuneata","Lespedeza juncea var. sericea",40,INT,PERENNIAL,FORB,LEGUME,NULL
tyso.us,Fabaceae,"Lespedeza violacea","Lespedeza violacea",1,NAT,PERENNIAL,FORB,LEGUME,NULL
tyso.us,Fabaceae,"Melilotus sp.","Melilotus sp.",1,UNK,NULL,FORB,LEGUME,NULL
tyso.us,Fabaceae,"Robinia pseudoacacia","Robinia pseudoacacia",2,NAT,PERENNIAL,TREE,LEGUME,NULL
tyso.us,Lamiaceae,"Pycnanthemum tenuifolium","Pycnanthemum tenuifolium",1,NAT,PERENNIAL,FORB,FORB,NULL
tyso.us,Lamiaceae,"Teucrium canadense","Teucrium canadense",26,NAT,PERENNIAL,FORB,FORB,NULL
tyso.us,Oxalidaceae,"Oxalis stricta","Oxalis stricta",4,NAT,PERENNIAL,FORB,FORB,NULL
tyso.us,Poaceae,"Dichanthelium big","Panicum sp.",14,UNK,PERENNIAL,GRASS,GRASS,NULL
tyso.us,Poaceae,"Dichanthelium clandestinum","Panicum clandestinum",15,NAT,PERENNIAL,GRASS,GRASS,C3
tyso.us,Poaceae,"Dichanthelium medium","Panicum sp.",23,UNK,PERENNIAL,GRASS,GRASS,NULL
tyso.us,Poaceae,"Dichanthelium small","Panicum sp.",15,UNK,PERENNIAL,GRASS,GRASS,NULL
tyso.us,Poaceae,"Dichanthelium volubis","Panicum volubis",1,NAT,PERENNIAL,GRASS,GRASS,"C3-C4 Intermediate"
tyso.us,Poaceae,"Elymus canadensis_or_riparius","Elymus sp.",1,UNK,NULL,NULL,GRASS,C3
tyso.us,Poaceae,"Festuca arundinacea","Festuca arundinacea",39,INT,PERENNIAL,GRASS,GRASS,C3
tyso.us,Poaceae,"Panicum anceps","Panicum anceps",17,NAT,PERENNIAL,GRASS,GRASS,C4
tyso.us,Poaceae,"Panicum flexile","Panicum flexile",1,NAT,ANNUAL,GRASS,GRASS,C4
tyso.us,Poaceae,"Paspalum setaceum","Paspalum setaceum",1,NAT,PERENNIAL,GRASS,GRASS,C4
tyso.us,Poaceae,"Phleum pratense","Phleum pratense",13,INT,PERENNIAL,GRASS,GRASS,C3
tyso.us,Poaceae,"Poa sp.","Poa sp.",40,UNK,NULL,GRASS,GRASS,C3
tyso.us,Poaceae,"Setaria small","Setaria sp.",8,UNK,NULL,GRASS,GRASS,C4
tyso.us,Poaceae,"Tridens flavus","Tridens flavus",39,NAT,PERENNIAL,GRASS,GRASS,C4
tyso.us,Rosaceae,"Agrimonia parviflora","Agrimonia parviflora",1,NAT,PERENNIAL,FORB,FORB,NULL
tyso.us,Rosaceae,"Potentilla recta","Potentilla recta",2,INT,PERENNIAL,FORB,FORB,NULL
tyso.us,Rosaceae,"Potentilla simplex","Potentilla simplex",1,NAT,PERENNIAL,FORB,FORB,NULL
tyso.us,Rosaceae,"Rubus sp.","Rubus sp.",5,UNK,PERENNIAL,NULL,WOODY,NULL
tyso.us,Sapindaceae,"Acer negundo","Acer negundo",1,NAT,PERENNIAL,TREE,WOODY,NULL
tyso.us,Solanaceae,"Solanum carolinense","Solanum carolinense",32,NAT,PERENNIAL,FORB,FORB,NULL
tyso.us,Ulmaceae,"Ulmus sp.","Ulmus sp.",11,UNK,PERENNIAL,NULL,WOODY,NULL
tyso.us,Verbenaceae,"Verbena urticifolia","Verbena urticifolia",1,NAT,PERENNIAL,FORB,FORB,NULL
tyso.us,Vitaceae,"Vitis sp.","Vitis sp.",2,UNK,PERENNIAL,VINE,WOODY,NULL
ucsc.us,Brassicaceae,"Raphanus sativa","Raphanus raphanistrum ssp. sativus",1,NULL,NULL,NULL,NULL,NULL
ucsc.us,Convolvulaceae,"Convolvulus arvensis","Convolvulus arvensis",1,INT,PERENNIAL,HERB,FORB,NULL
ucsc.us,Fabaceae,"Lupinus nanus","Lupinus nanus",1,NAT,ANNUAL,HERB,LEGUME,NULL
ucsc.us,Fabaceae,"Trifolium angustifolium","Trifolium angustifolium",3,INT,ANNUAL,HERB,LEGUME,NULL
ucsc.us,Geraniaceae,"Erodium botrys","Erodium botrys",3,INT,ANNUAL,HERB,FORB,NULL
ucsc.us,Geraniaceae,"Erodium cicutarium","Erodium cicutarium",1,INT,ANNUAL,HERB,FORB,NULL
ucsc.us,Geraniaceae,"Geranium dissectum","Geranium dissectum",2,INT,ANNUAL,HERB,FORB,NULL
ucsc.us,Onagraceae,"Epilobium angustifolium","Epilobium angustifolium",1,NAT,PERENNIAL,HERB,FORB,NULL
ucsc.us,Papaveraceae,"Eschscholzia californica","Eschscholzia californica",3,NAT,PERENNIAL,HERB,FORB,NULL
ucsc.us,Plantaginaceae,"Plantago lanceolata","Plantago lanceolata",2,INT,PERENNIAL,HERB,FORB,NULL
ucsc.us,Poaceae,"Avena barbata","Avena barbata",3,INT,ANNUAL,GRASS,GRASS,C3
ucsc.us,Poaceae,"Brachypodium distachyon","Brachypodium distachyon",3,INT,ANNUAL,GRASS,GRASS,C3
ucsc.us,Poaceae,"Bromus diandrus","Bromus diandrus",3,INT,ANNUAL,GRASS,GRASS,C3
ucsc.us,Poaceae,"Lolium multiflorum","Lolium multiflorum",3,INT,ANNUAL,GRASS,GRASS,C3
ucsc.us,Poaceae,"Vulpia myuros","Vulpia myuros",3,INT,ANNUAL,GRASS,GRASS,C3
ucsc.us,Polygonaceae,"Rumex acetosella","Rumex acetosella",3,INT,PERENNIAL,HERB,FORB,NULL
ucsc.us,Primulaceae,"Anagallis arvensis","Anagallis arvensis",2,INT,ANNUAL,HERB,FORB,NULL
ufrec.us,Poaceae,"Hemarthria altissima","Hemarthria altissima",6,INT,PERENNIAL,NULL,GRASS,C4
ufrec.us,Poaceae,"Paspalum notatum","Paspalum notatum",30,INT,PERENNIAL,NULL,GRASS,C4
ukul.za,NULL,"Unknown forb species","Forb sp.",8,NULL,NULL,NULL,FORB,NULL
ukul.za,NULL,"Unknown shrub species","Unknown shrub",1,NULL,NULL,NULL,WOODY,NULL
ukul.za,Acanthaceae,"Crabbea hirsuta","Crabbea hirsuta",17,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Acanthaceae,"Dyschoriste burchellii","Chaetacanthus burchellii",22,NAT,PERENNIAL,SHRUBLET,FORB,NULL
ukul.za,Acanthaceae,"Ruellia baurii","Ruellia baurii",25,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Acanthaceae,"Thunbergia atriplicifolia","Thunbergia atriplicifolia",16,NAT,PERENNIAL,SHRUBLET,FORB,NULL
ukul.za,Amaranthaceae,"Achyranthes aspera","Achyranthes aspera",9,INT,PERENNIAL,SHRUBLET,FORB,NULL
ukul.za,Apiaceae,"Alepidea natalensis","Alepidea natalensis",9,NAT,PERENNIAL,Herb,FORB,NULL
ukul.za,Apiaceae,"Centella glaberata var. natalensis","Centella glabrata",18,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Apiaceae,"Lichtensteinia kolbeana","Lichtensteinia kolbeana",3,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Apocynaceae,"Asclepias gibba","Asclepias gibba",10,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Apocynaceae,"Gomphocarpus physocarpus","Gomphocarpus physocarpus",5,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Apocynaceae,"Pachycarpus scaber","Pachycarpus scaber",3,NAT,PERENNIAL,Herb,FORB,NULL
ukul.za,Apocynaceae,"Pachycarpus species","Pachycarpus sp.",1,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Araceae,"Stylochiton natalensis","Stylochaeton natalensis",6,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Asparagaceae,"Dipcadi viride","Dipcadi viride",3,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Asphodelaceae,"Trachyandra gerrardii","Trachyandra gerrardii",9,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Boraginaceae,"Cynoglossum geometricum","Cynoglossum coeruleum var. mannii",9,NAT,BIENNIAL,HERB,FORB,NULL
ukul.za,Campanulaceae,"Wahlenbergia krebsii","Wahlenbergia krebsii",1,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Campanulaceae,"Wahlenbergia undulata","Wahlenbergia undulata",1,NULL,NULL,NULL,FORB,NULL
ukul.za,Caprifoliaceae,"Cephalaria pungens","Cephalaria pungens",4,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Commelinaceae,"Commelina africana","Commelina africana",9,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Commelinaceae,"Cyanotis speciosa","Cyanotis speciosa",6,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Compositae,"Afroaster hispida","Aster bakerianus",9,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Compositae,"Berkheya setifera","Berkheya setifera",4,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Compositae,"Berkheya umbellata","Berkheya umbellata",12,NAT,PERENNIAL,HERB,FORB,NULL
ukul.za,Compositae,"Bidens pilosa","Bidens pilosa",7,INT,ANNUAL,HERB,FORB,NULL
